id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
dYOWImAYyhwIdnAe,CS Syllabus for 568,multi reasoning,Can I post about something outside of the required reading?,"While posts do not have to be directly about the reading itself, they do have to connect to the reading in some form.",,,,,,an idea inspired by the reading,"an interesting connection with something you learned or did previously in this or another course, or in other professional work or research","an on-topic, relevant response, clarification, or further comment on another student’s post",,
p2Q5bGMAiWBZJYzS,ResEcon-213-Fall-2022,yes/no,Am I able to take this class if I haven't completed Stat 240?,No,Prerequisite: Successful completion of Rec-Econ 212 or Stat 240 are appropriate prerequisites.,,,,,,,,,
iS52OGV7knxig4uG,Syllabus_IntroGIS_Fall2022,single factual,What is the late policy for this class? ,There is no late policy. ,"This course is structured sequentially, not temporally. This means there is no schedule for when things are due. ",,,,,,,,,
Raxh6ofSSK8XRbOG,Syllabus_209H_230301,multi factual,What are the components of our final grades and how much are they each worth?,"The final grade is made up of 6 components. Quizzes are worth 30% of your final grade, the final research project is worth 30%, summary statements are worth 20%, two in-class mini exams are worth 15% (in total), and an individual presentation is worth 5%.",Course Requirements and Evaluation:,2. Quizzes (30%),"3. Individual presentation: ""Reading the news like a scientist"" (5%)","4. Mini exams (15%)
a. Two short closed-book in-class exams will be administered.",5. Summary statements (20%) - 6. Research Project (30%),,,,,
EdSVwLcTPXD5zafu,796 Syllabus,yes/no,Is a requirement of this class to prepare one discussion question weekly?,Yes,"Each week, you should prepare one question you would like to discuss in class. In addition, you
Syllabus, p. 2 of 9
should come to class prepared to participate in class discussions.",,,,,,,,,
tu2ESkABhvwpSMx6,Most Recent P132 Syllabus - Spring 2022,yes/no,Are there lab sessions in addition to classes?,Yes,"Unlike Physics 131, this course has a laboratory component that meets separately from the other classroom sessions. ",,,,,,,,,
JCrTarILvlY5pWmD,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,yes/no,Are the quizzes available to take online?,Yes,Quizzes will be taken over a period of 4 days outside of class time and will be administered through Blackboard.,,,,,,,,,
3K32HvGB6gN8q31Q,315 Lab Syllabus 22-01-11,multi reasoning,Are we restricted from attending the session if we're ill but still want to attend?,"Even If you're unwell but still have the energy to participate in class, you can still do so via Zoom so you aren't restricted to attend the session. Zoom is the method used to hold office hours. For further information, see Participation and Attendance.",,,,,,"If you are ill, you can use Zoom.",Yet have sufficient energy to participate in class,Zoom is the platform used for office hours.,See Attendance and Participation for further information.,
hlVVVeMvcgR2B9NI,101-f22-syll,multi factual,Where can we find the discussion lecture and when?,"In Morrill Science (II), Room 131, the lecture will be held on Monday and Wednesday from 1.25-2.15.",The lecture will be on MW 1.25-2.15, in Morrill Science (II), Room 131,,,,,,,
JC8YyngxoEMClucr,MIE 380 syllabus F22,yes/no,Do you allow students to have one unexcused absence per semester?,No,I expect you to attend class unless you have a good reason and notify me before class.,,,,,,,,,
kXg2RoqfIN6trvFU,syllabus-RESEC213-2023spring-yp,no answer,Do I need to be vaxed to come to class,No/insufficient information,,,,,,,,,,
ovzRitWmP1amVPpg,2023_Chem122_syllabus,no answer,Is there an example of the exam format?,No/insufficient information,,,,,,,,,,
iVLJ8JPQCdLNXDfH,Acct 371 Syllabus - Spring,no answer,"What specifically constitutes an ""acceptable absence""?",No/insufficient information,,,,,,,,,,
hHbPEk5RpJakMTcT,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,yes/no,Will I need more than one text for this course?,No,"Required Textbook
69 - 66: C-
• Davé, Shilpa, Leilani Nishime, and Tasha G. Oren (Eds.). 2016. Global Asian
American Popular Cultures. ISBN: 147981573X or 9781479815739. Free e-book 
",,,,,,,,,
HetAxvFdlTopW32w,ResEcon-213-Fall-2022,single factual,Where will PDFs of Lecture slides be posted?,Moodle,PDFs of Lecture slides will be posted by topic on Moodle. ,,,,,,,,,
VBufuxf7B8WFoXk9,syllabus_fall2022-revised2,multi reasoning,Will I get an 80% grade if I miss the midterm exam and course project?,"You'll get a 50% grade out of 100% if you miss the midterm exam and course project. 20% grade for midterm exam and 30% grade for Course project. So 20+30=50, hence you'll miss 50% grades.",,,,,,Midterm exam comprises of 20% grade.,Course Project/Take home final comprises of 30% grade.,Total 100%,,
C24KWjMzXH4T0u8j,Acct 371 Syllabus - Spring,multi reasoning,"I have a pre-scheduled doctor's appointment on the date of the first exam. I sent you an email yesterday, but you haven't answered the question: can I do a make-up exam?","It can take up to 48 hours for the Professor to respond to your email. However, you've done the right thing by contacting the professor well in advance of the first exam! Did you know that all exams are scheduled in the evening, outside of regular class time? So, if your doctor is local, it's possible you can still attend the evening exam. If this is still not possible, you need to provide written proof of the reason for your absence, so that a make-up exam can be scheduled for you, per the university's Academic Regulations.",,,,,,The professor can take up to 48 hours to respond to emails.,"Exams are not during class time. They are scheduled for the evening so if your doctor is local, it's likely you can still attend the evening exam.",Academic Regulations set forth by the University state that written proof is required for an acceptable absence from an exam.,"If the doctor's visit does indeed preclude you from taking the evening exam, you need to provide written proof of the reason for your absence.",
71iAYxkHOvbikeh9,CS Syllabus for 568,summarization,What are the expectations for the reading reports?,"Students should make a total of 3 posts.  The first should be within 48 hours, the second within the next 48 hours to respond to what your peers have written, and then a third post just before class.

Your posts could include
1) a question you had about the reading, such as something important you did not understand,
2) an idea that was inspired by the reading,
3) an interesting connection with something you learned about or did previously in this or another course,
4) an on-topic/relevant response, clarification, or further comment on another student’s post","Students will be required to submit at a response within 48 hours. You then must go and read with your peers have said and make a second post within 48 hours have that. So everyone will have posted three days before class. Then just before class, you should post one more time. So this a total of three posts.","These posts can be about
1) a question you had about the reading, something important you did not understand",2) an idea inspired by the reading,"3) an interesting connection with something you learned or did previously in this or another course, or in other professional work or research","4) an on-topic, relevant response, clarification, or further comment on another student’s post",,,,,
Z79attyjIes6UCg7,1. Syllabus 2023,yes/no,Will my grade drop if I have an unexcused absence?,No,More than two unexcused absences will result in a drop of at least one letter grade,,,,,,,,,
9aLDmItkrRwlKlXQ,Syllabus_Grounding_S_2023,yes/no,I'm an undergraduate. Is 12 pages an acceptable length for my final paper?,Yes,"The final paper option is expected to be roughly 10-15 pages (for undergraduates) or 15-30 pages (for graduate students), though those are only rough guidelines.",,,,,,,,,
iaGkOSDHawLvc3z4,1. Syllabus 2023,single reasoning,"If I have to be absent 3 days because of health issue, what should I do? ",You can submit an appropriate document from a doctor.,,,,,,"Absences are excused if supported by an appropriate
document (i.e., from the dean or doctor).",,,,
as8X47t1qtijDRIn,101-f22-syll,single factual,What languages do we need to know?,It is not a requirement to know any other language other then English.,"y. We will closely examine the pernicious effects of dialect prejudice. In addition, we will
study language in space and time – how the languages of the world are grouped together into a
few language families and how one of these languages, namely English, has changed over time. ",,,,,,,,,
MSOhInkjEq4SXqOM,MKTG 497G Customer Insight Syllabus S2023,summarization,Can you describe the different types of research assignments that are part of the class?,"The course will have three types of research assignments, Fieldnotes, Customer Interviews, and a Group Research Project. Fieldnotes will be based on customer interactions experienced in the real world of which there will be five over the course of the semester. You will also plan and carry out a customer interview in person or virtually. More details will be provided later on this. The class will culminate with a group research project to identify a research problem, generate specific research questions, collect and analyze qualitative data, and use it to make actionable insights.","Research Assignments:
Over the course of the semester, you will collect and analyze real-world customer data. This
ongoing research activity enables you to practice and develop a set of insight generation skills as
a customer experience researcher. It also provides data that will allow you to answer research
questions that address your group’s customer insight challenge. ","Fieldnotes:
During the semester, you will write fieldnotes about customer situations that you experience or
observe in the real world (e.g., retail, food service, recreation, fitness, social gatherings, etc.).
You must submit five fieldnotes during the course of the semester. Four are due at specified
times, and the fifth can be submitted any time before the group data report is due (May 9 before
class). You will use your notes to practice analyzing customer experiences in many of our lab
sessions, and they will also become data for your group’s final project. Instructions are on
Blackboard. ","Customer Interviews:
You will each plan and conduct an in-depth interview with a customer. This can be done inperson or virtually, using Zoom, Skype, FaceTime or another video call technology. The
interview must be recorded to allow you to retain as much data as possible by transcribing it.
You cannot interview another undergraduate student or someone who you know more than just
in passing (e.g., you should not interview a roommate or a friend or family member). A member
of your project group can refer a friend, family member, or other acquaintance for you to contact
and interview. You can do the same for another group member. More detailed instructions about
the interview assignments will be provided after we cover interview techniques in the class. ","Group Research Project:
The culmination of the course will be a group research project. I will form teams based on
student interests and experience in an effort to create well-rounded groups. Each project will
involve identifying a research problem, proposing specific research questions, collecting and
analyzing qualitative data, and creating actionable insights. Projects will be graded in five parts:
1. Group project plan (10 pts)
2. Data collection and analysis report (50 pts)
3. Customer journey map (80 pts)
4. Executive summary (80 pts)
5. Class presentation (80 pts)
Insights gained from your individual assignments will contribute toward this group research
project. Your individual research will form the data set your group will draw on to develop
customer insights. You must complete individual assignments on your own. However, after
submitting these assignments, I encourage you to share and compare insights from individual
research with your project group members. During the last third of the semester, the focus of the
class will shift to group-level data collection and analysis. ",,,,,,
WWhpu71PdxrP2sFq,CS Syllabus for 568,summarization,What is 5% of my grade based on?,Your level of learning and group participation,"*Note, 5% of your course grade will be based on the instructor's’ judgment of your 
level of learning , whether you have learned more or less than is reflected in the 
points you have earned. This judgment will be influenced by your class and group 
participation. ","participation. Thus, regular attendance and active participation in group and class 
meetings is in your interest.",,,,,,,,
Tg45ReVxVuMdeGNT,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,single reasoning,I am not going to be able to attend class on Sept 30. what will I be expected to make up?,You will miss the class discussion and assignments on the topic of Pearl Harbor and Japanese Americans.,,,,,,The topic of Pearl Harbor and Japanese Americans.,,,,
AFPMvOVsW5r2WLxK,Most Recent P132 Syllabus - Spring 2022,multi reasoning,How are the exams formatted and how are they scored? ,Each exam is two parts - an individual part worth 75% and a collaborative group part worth 25%. The individual part is in class and consists of 10-15 questions while the collaborative part is done in class the next day in a group setting.,,,,,,"Each exam is in two parts, an individual part worth 75% and a collaborative group part worth 25%. ","The individual portion is done in two sessions, first come first serve, in class. You sign up for a session and bring your own device. 10-15 questions on the exam and its closed book. ",The collaborative group part is done in class the next day with a group of peers. ,"You bring your own materials- computer, calculator, pens, protractor. ",
RWpt5i729CH4aFSl,Syllabus_IntroGIS_Fall2022,no answer,Are there any prerequisites for this course?,No/insufficient information,,,,,,,,,,
LV451HoxtLhoxJwT,syllabus_fall2022-revised2,single factual,Which stats computing program will be used in the course?,R statistical computing.,Students will work with the R statistical computing language.,,,,,,,,,
s5q7oq4PUFlqkgwf,Biol582_2022_Syllabus,multi reasoning,If I miss all lectures and quizzes then can I still pass with an A in this class?,"Yes, it is possible. Quizzes are only worth 10% of final grade. With a pass of a A, you would need to get at least a 90% as final grade. Getting perfect exams, final assignment and perfect labs would get you passing with a 90%. ",,,,,,Grading section has Quizzes that make up 10% of final grade.,"The Grading scale is as follows
100-93 A
92.99-90 A
89.99-88 B+
87.99-83 B
82.99-80 B-
79.99-78 C+
77.99-73 C
72.99-70 C-
69.99-68 D+
67.99-63 D
62.99-60 D-
Below 60 F",If you miss all lectures and the quizzes in those lectures and are able to complete the rest of the course includes exams and final assignment will get you enough.,,
8FmG8s9tyPZDVT4Y,MIE 302 Spring 2022 Syllabus-v1,yes/no,Do I have to wear a covid-19 facemask in this class?,Yes,Wear face masks (face shields) always while in the lab.,,,,,,,,,
XBOWse3LARDU2p1G,ResEcon-213-Fall-2022,no answer,What is the instructor's cellphone number so that I may contact him?,No/insufficient information,,,,,,,,,,
sApJgw6UVgKFQq4e,Most Recent P132 Syllabus - Spring 2022,single reasoning,"If the student fails to answer the quiz , then can we able to access the homework?",No,,,,,,"The homework was hosted on the online system called edfinity. If the student successfully complete the quiz on the Moodle , they can access the homework directly.",,,,
ELc3VSWqbHD7TBRO,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,no answer,Will my genetics report help me prevent future illnesses for myself?,No/insufficient information,,,,,,,,,,
IRV1wSemS7NwJntP,101-f22-syll,single factual,How many exams will this course have?,"There will be two exams, a midterm and a final.","Exams (2*10 = 20%): There will be a in-class midterm exam on October 24 and an in-class
final exam on December 12",,,,,,,,,
gaACPiiTzus7bkLy,GEOG468668syllabusGIS_2023,summarization,What are the most important areas that will be graded on in this course?,"The class is graded on the following scale. Labs will be 45% of the grade, followed by the final making up the 30% for a total of 75% of the class grade.",Labs 45%,Midterm Project 10%,Quiz 10%,Final Project 30%,Class Participation 5%,,,,,
9hn6RYYNl1mKpBQf,stat-111-syl-spring 2023,summarization,What are the components that contribute to the final grade in STAT 111?,"The components that contribute to the final grade in STAT 111 are quizzes (10%), homework (35%), attendance (5%), Test1, 2, 3 (30%), and the final exam (20%).","Final averages will be weighted as follows:
Quizzes: 10%
","Homework: 35%
","Attendance: 5%
","Test1, 2, 3: 30%
","Final Exam: 20%""",,,,,
m5gUIc9TaY17ws5g,Animlsci581 Syllabus-v4,single factual,Where will the class be held?,Class will be held in Morrill 1 N 347.,Location: Morrill 1 N 347,,,,,,,,,
nFnG3qv75sLOlqEJ,MIE 380 syllabus F22,multi reasoning,What is the weighting of the exams in the class grade/,"There are three exams which comprise 75% of the grade, so each exam is 25% of the grade.",,,,,,"Exams 50%
   10/17 Exam 1 (Lessons 1-9)
   11/16 Exam 2 (Lessons 12-18)","Final Exam 25%
   TBD Final Exam (Lessons 1-26)",,,
ICTSUvJ27aEicnYe,ResEcon-213-Fall-2022,single factual,How many points is a missed exam?,"If you miss an exam, you will get 0 points.",Missed exams get 0 points.,,,,,,,,,
5fG7ohfWYJNY9KLP,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,single factual,Where can students find a free e-book of the required textbook for this class?,"The free e-book is
available at https://www-jstor-org.5colauthen.library.umass.edu/stable/j.ctt18040jc","Davé, Shilpa, Leilani Nishime, and Tasha G. Oren (Eds.). 2016. Global Asian
American Popular Cultures. ISBN: 147981573X or 9781479815739. Free e-book
available at https://www-jstor-org.5colauthen.library.umass.edu/stable/j.ctt18040jc",,,,,,,,,
wWcE3VJl5e7WSGkv,1. Syllabus 2023,single reasoning,"If I don't participate in class, can I still pass?",No,,,,,,Class participation counts for 40% of your final grade,,,,
CODDYFhDYm64iwu2,ResEcon-213-Fall-2022,single reasoning,Can I use ChatGPT to help me with my assignments?,"No, you can not use ChatGPT to help with your assignments.",,,,,,"The academic honesty policy says that dishonesty is prohibited in all of the university programs. Dishonesty is regarded as cheating, fabrication, and plagiarism. Since you did not do the work yourself, that would be considered fabrication or plagiarism.",,,,
zRw5abysYm5rPsXl,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",multi reasoning,What are the best non office hours to communicate with professors? ,"There are many ways, Collab, message board for class, website and also zoom.  Or email.l ",,,,,,Collabl,Zoom,Message board for class,Website for class,
q3oFu2tf0R1VBwZb,Syllabus-549,multi factual,What are the preresequites for this course?,Students must have completed both CE-ENGIN 331 and MATH 331 as preresequites before taking this course or have permission of the instructor.,Prerequisites: CE-ENGIN 331,Prerequisites: MATH 331,Prerequisites: With permission of instructor.,,,,,,,
xp8t7AWRaof4FZq0,CS Syllabus for 568,single factual,How many posts must I make in the online discussion between classes?,Three.,So this a total of three posts.,,,,,,,,,
MgzZxP4p1iU8v1hn,soc795E,single reasoning,Will I lose marks if I can't submit a reading reflection for the first week of the skill-building workshop?,"No, you will not lose marks as a reading reflection is not required for the first week of the skill-building workshop.",,,,,,"There is no required reflection for the first week of the skill-building workshop, so there are no marks to lose by not submitting one in.",,,,
pYfAhlvFnZjcszP2,Syllabus_IntroGIS_Fall2022,no answer,How much time will I truly need to spend outside of class working on assignments?,No/insufficient information,,,,,,,,,,
wk3VXuJonwDzKHa2,syllabus-RESEC213-2023spring-yp,no answer,Will late homeworks be accepted?,No/insufficient information,,,,,,,,,,
3Ga4twj3K3BOGNkH,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,multi reasoning,Will I be required to have internet access for this class?,Yes you will need to be able to discuss articles or podcasts in class with your discussions.,,,,,,There are discussions in the class.,In the discussions online articles or podcasts will need to be incorporated into your discussions.,,,
WA4m2ELcHQddjgd3,101-f22-syll,multi factual,What are the dates for the midterm exam and the final exam?,"The midterm exam will be on October 24th, and the final exam will be on December 12th.","Midterm Exam
Week 8: October 24","Final Exam
Week 15: December 12",,,,,,,,
70bQwmLMpU5IrMQ7,EME6651-SP2023_Syllabus,no answer,When will the final exams take place?,No/insufficient information,,,,,,,,,,
YPzATsU0nkyhtoAJ,Syllabus_IntroGIS_Fall2022,multi factual,When are the lecture and lab times for this class?,"Lecture and labs are held across the week with lecture taking place on Thursdays 11:30a to 12:45p and labs being held Thursdays 2:30p to 5:30p, Friday 9:05a to 12:05p, and Friday 1:25p to 4:25p. ",Thursdays 11:30a to 12:45p,Thursdays 2:30p to 5:30p,Friday 9:05a to 12:05p,Friday 1:25p to 4:25p,,,,,,
jnLsamjkGDOg7gTW,Biol582_2022_Syllabus,multi reasoning,I am unable to obtain an iClicker. Will I still be able to earn an A- in the course if I do not take any of the quizzes?,"Yes, you will be able to earn an A- in the course if you do not take any of the quizzes. Quizzes are worth 10% of your total grade and the lowest score you can earn and receive an A- is 90%. Assuming full points on all other components of the course, the maximum score you will be able to earn is 90%.",,,,,,Quizzes are worth 10% of your total grade. ,"Assuming full points on all other components of the course, the maximum score you will be able to earn is 90%.",The lowest score you can earn and receive an A- is 90%.,,
wvn3EGytmoN1ex0m,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,multi reasoning,Can I miss a quiz and still be able to get a complete grade on this class?,"Yes, you may miss a quiz since the lowest quiz will be dropped. There will be a total of 11 quizes and only the highest 10 will be counted towards your final grade. ",,,,,,Quizzes (10 total) 20%,"The lowest quiz grade will be dropped, that is 10 of 11 will be counted",,"
",
6eqf2yNZXyiep9BG,CS Syllabus for 568,summarization, What are the attendance requirements for CS 568?,"Attendance is required in CS 568. If a student is unable to attend a class, they should notify the instructor via email. "," Attendance is mandatory in CS 568, and students are expected to attend all classes.","If a student is unable to attend a class, they must inform the instructor by sending an email. ",,,,,,,,
sQF8x2UBF4xXhdm3,Syllabus Bio 544 lecture S23,multi factual,What different types of readings will be assigned?,"There are three types of readings in this class; textbook readings, non-peer reviewed articles, and peer-reviewed articles.","For textbook readings,","For popular-press (i.e., not peer reviewed) articles,","For peer-reviewed research articles,",,,,,,,
QwhXizzrzxUGtNrN,Most Recent P132 Syllabus - Spring 2022,single factual,How much calculus knowledge should the student already have? ,None. Previous calculus knowledge is not required.,This is an algebra-based course so no familiarity with calculus is needed.,,,,,,,,,
oaKtKHpJVRYLbcdu,Biol582_2022_Syllabus,yes/no,Will exams cover topics taught prior to previously administered exams?,No,You will have three exams over the course of the semester. They will not be cumulative.,,,,,,,,,
t0xwJcPdKUdOFvWt,796 Syllabus,no answer,Why is there no class on 4/7?,No/insufficient information,,,,,,,,,,
NQahaRwmJ2Jpuxzi,Acct 371 Syllabus - Spring,yes/no,Is there a required text for this class?,Yes,"REQUIRED MATERIALS:
South-Western Federal Taxation 2023: Individual Income Taxes, 2023 Edition,
Hoffman/Young/Raabe/Maloney/Nellen ISBN-13: 978-0-357-71982-4
",,,,,,,,,
ta8V4Wt7kR69OWUr,Most Recent P132 Syllabus - Spring 2022,single reasoning,Can i do the next unit home work while i did not finished the first unit homework?,No. It is not possible to move one homework to another.,,,,,,No. Each unit homework finish one by one only. Move from one unit home work to another unit is not possible,,,,
DUXhIGAkUUqosgd4,GEOG468668syllabusGIS_2023,single reasoning,"If I fail to turn in 4 assignments, will I fail the class?","Yes, you are only allowed to miss 3 assignments. ",,,,,,"Missing mid-term project, final project presentation, final project report, or &gt;=3 assignments will result in an F for the
course, no matter what your final grade is.",,,,
y6ECWm60O3dHN9fs,Nutr_130H_Syllabus_2021Fall,single reasoning,I really took this course to learn about body tissue.  Will I get a lot of info on this subject?,"From October 7th to the 12th the main topic will be all body tissues, so there will be lots of discussion on the subject.",,,,,,"Thurs 10/07 Proteins: Crucial components of all body
tissues.  Tues 10/12 Proteins: Crucial components of all body
tissues",,,,
h22Bw25TmiHDAD0h,Acct 371 Syllabus - Spring,single factual,What is the topic of Chapter 5?,The topic of chapter 5 is Gross Income: Exclusions,COURSE CALENDAR (Subject to Change): - Ch. 5 – Gross Income: Exclusions,,,,,,,,,
H0AyRdma6KrnhfTB,MIE 380 syllabus F22,single factual,Which lessons will be tested on in exam 2?,The second examination will cover classes from 12 to 18.,Lessons 12-18,,,,,,,,,
OOymKAQMb2AZzOLE,GEOG468668syllabusGIS_2023,multi factual,Where are the class and labs held?,The classes take place in 255 Morrill III and the labs take place in 212 Morrill III,In person Classroom Lectures in 225 Morrill III,and Labs in 212 Morrill III,,,,,,,,
58s1y4ftF3lWeXfC,MKTG 497G Customer Insight Syllabus S2023,multi reasoning,What are the different graded sections of the group project?,"The different graded sections of the group project include: Project Plan, Data and Analysis Report, Customer Journey Map, Executive Summary, and Presentation.",,,,,,Group Project 300,Project Plan § 20,Data & Analysis Report § 70,"Persona &
Customer Journey Map
§ 70","Executive Summary § 70
§ Presentation § 70"
7QQnZ4ryhR3dZBId,Most Recent P132 Syllabus - Spring 2022,yes/no,Will I have to buy a textbook for this class?,No,"Textbook - Free We have custom free textbook specifically designed for 
this course",,,,,,,,,
IUu2v51JeMYmyOfO,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,multi factual,What are the key ideas that I will learn from this course?,"The key takeaways from Business Applications of Python should be understanding how to use data analysis to approach business problems, understanding how to collaborate with others on the topic of data mining for business analytics, and having hands-on experience with mining data.","After taking this course you should:
1. Approach business problems data-analytically. Think carefully & systematically about whether & how data can improve business performance, to make better-informed decisions for management, marketing, investment, etc.","2. Be able to interact competently on the topic of data mining for business analytics. Know the fundamental principles of data science, that are the basis for data mining processes, algorithms, & systems. Understand these well enough to work on data science projects and interact with everyone involved. Envision new opportunities.","3. Have had hands-on experience mining data. Be prepared to follow up on ideas or opportunities that present themselves, e.g., by performing pilot studies.",,,,,,,
ov5i2HLcGe63OMUd,MIE 302 Spring 2022 Syllabus-v1,multi reasoning,If I miss the end-of-term quiz will I still be able to pass the course?,"Yes, assuming you score perfectly in the rest of the course, you can make an 80% as your final grade. ",,,,,,The end of term quiz is worth 20% of the final grade,"Assuming a perfect sore in all other areas, the maximum score is 80%",80% is a passing grade,,
2Wgt2VA6pmDlDuXn,syllabus-RESEC213-2023spring-yp,single reasoning,If I have not taken RESEC 212 can I still take this course?,"You may, but only if you have taken STAT 240 instead.",,,,,,Either STAT 240 or RESEC 212 is required as a prerequisite.,,,,
D7IDdshnLFHjiZva,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",multi factual,What prereqs do I need to succeed in this class?,You must have completed CS2150 and you should also have some level of familiarity with Cybersecurity and Computer Networks.,CS2150. ,Some background in cybersecurity (CS3710) and computer networks (CS4457) will be helpful but not required. ,,,,,,,,
iLeMaCKSYMswlghW,Syllabus-549,no answer,Do you have TA hours for extra help?,No/insufficient information,,,,,,,,,,
13g8AJg83ulmqI4l,Teaching Math in Elementary School 2 Proposed Syllabus,summarization,Can you describe the format and details of the class homework assignments?,"Homework assignments, which will make up 20% of the final grade, will be composed of Reading activities, and Discussion board reflections. The reading activities will require you to read from the TD textbook and design mini activities on each topic, which will be presented in class each week. The discussion board reflections will be based on reading from the BMT and other books. You will post reflections online and reply to those of other students.",1. Homework Assignments (20% of grade):,"a. TD Reading Activities: When you read sections from your TD textbook on topics like
fractions or Base-10, you will be asked to design your own unique mini-activity on each topic
for elementary students in your desired grade level. These activities should be based on the
principles and research covered in the reading, but should be original to you and your future
classroom. You may use generative AI to get ideas, but the lesson plans will not be awarded
credit unless they reference specific pages and passages from the weekly reading. You will
present your activity to the class each week","b. Discussion Board Reflections: We will also be reading chapters from BMT and other books.
You will be asked to write a reflection on each of these reading assignments and post it on the
discussion boarrd. You will also be asked to respond to the reflections of two other class
members.",,,,,,,
F7sEpOUnOBvPFhsk,EME6651-SP2023_Syllabus,multi reasoning,After winter I will be backpacking for 6 months. Will I qualify for this course?,No. This course is strictly online during the spring. ,,,,,,This is course is virtual online,This course take place in the spring ,,,
ge4JJlohOVBbbcCO,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,multi reasoning,"For the 697 class, can I still pass if I am unable to submit the genetic testing report or give the genetic testing presentation?","Yes, you can still pass the class. If you cannot submit either the genetic testing presentation or the genetic testing report, you will lose 80 points out of the 278 total points for the course, which means you will have a final score of, at best, 71. This means you will have a C in the course, which is a passing grade.",,,,,,The report is worth 40 points out of a total of 278. The presentation is worth 40 points out of a total of 278.,40 + 40 = 80.,"So the final score would be, at best, 198.",198/278 = 0.71.,A 71 gives a grade of C for the class.
ukxPD5NHR3AlUUlq,270 Syllabus Fall 2022 (1),single reasoning, Is attendance mandatory for this course?,"Yes, attendance is mandatory for this course as there are attendance policies mentioned in the syllabus.",,,,,,"The syllabus states that attendance policies are mentioned, indicating that there are specific policies regarding attendance.",,,,
iuXv87bPUnmnWgKN,CS Syllabus for 568,single reasoning,What if I fail my project?,You will fail your course,,,,,,It's worth 40% of your final grade,,,,
rchTj8bEBe1FEYbS,315 Lab Syllabus 22-01-11,summarization,What if I have more questions or problems?,"For problems that can't be addressed through the syllabus, refer to the information posted in Teams. You can also ask your classmates through Teams. If that isn't sufficient, you can message the professor or the TAs directly through teams, or email, or in an emergency you can call the office phone number. There is also discussion available in each experiment page through the class notebook. Technical problems can be addressed through the schools IT support on the Moodle page. ","For general course questions, your first go-to stop should be the General Channel in
Teams and the course syllabus. If you don't find the answer there, post your question to
the General Channel to ask your peers.","If you can't get an answer from the General Channel or if you have a personal question or
one related to your course work, please use messaging in teams to contact the TAs and
me. If you want an even more private communication, please email me directly at
&lt;PROF_EMAIL&gt;.","Should you encounter a crisis that requires my immediate attention, you may call me at
my office: &lt;PHONE&gt;.",". In the Class Notebook each experiment has page associated with each experiment so we
can have consistent communication about the experiments","If you encounter any technical issues, resolve them as quickly as possible. Most technical
problems result from improper computer settings. If you encounter problems you cannot
resolve, get help. Click the link: https://www.umass.edu/it/support/moodle/helpstudents/to locate a resolution and/or a contact.",,,,,
fA4gsipZ7ebxB8Sb,Acct 371 Syllabus - Spring,no answer,When are the exams?,No/insufficient information,,,,,,,,,,
9jAww0dTM1bHiPcR,MIE 302 Spring 2022 Syllabus-v1,yes/no,Can I bring a drink into the lab?,No,Food and drink may not be brought into the lab.,,,,,,,,,
shLPxrg4GGalYNZU,ResEcon-213-Fall-2022,no answer,What are the specific topics that will be covered on Midterm 1?,No/insufficient information,,,,,,,,,,
ICXCFp1ZDNPZzG7N,EME6651-SP2023_Syllabus,single reasoning,Can I get outside help on assignments?,"No, outside help is not allowed on assignments per the University's honour code.",,,,,,"UF students are bound by The Honor Pledge which states, “We, the members of the University of Florida community,	
pledge to hold ourselves and our peers to the highest standards of honor and integrity by abiding by the Honor Code.	
On	all	work	submitted	for	credit	by	students	at	the	University	of	Florida,	the	following	pledge	is	either	required	or	
implied:	“On	my	honor,	 I	have	neither	given	nor	received	unauthorized	aid	in	doing	this	assignment.”",,,,
3jG3BUMFQtGBXjnK,Animlsci581 Syllabus-v4,yes/no,Is there an official textbook for this class?,Yes,"Textbook:
The Biology of Cancer, 2nd Edition",,,,,,,,,
EMaVk0bQ99V6hUvZ,Syllabus Bio 544 lecture S23,no answer,What are some of the supplementary readings for this course?,No/insufficient information,,,,,,,,,,
